"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15","Отредактировать todo с POST /todos/{id} (200)","chromium","Sat Nov 08 11:34:32 UTC 2025","passed","Sat Nov 08 11:34:32 UTC 2025","API challenge","","",""
"","13","Получить /todos/{id} (404)","chromium","Sat Nov 08 11:34:32 UTC 2025","passed","Sat Nov 08 11:34:32 UTC 2025","API challenge","","",""
"","3167","My tab","chromium","Sat Nov 08 11:35:01 UTC 2025","passed","Sat Nov 08 11:35:04 UTC 2025","Регистрация","","",""
"","25","Получить список заданий get /challenges","chromium","Sat Nov 08 11:34:32 UTC 2025","passed","Sat Nov 08 11:34:32 UTC 2025","API challenge","","",""
"","16","Отредактировать задание PUT /todos/{id} full (200)","chromium","Sat Nov 08 11:34:33 UTC 2025","passed","Sat Nov 08 11:34:33 UTC 2025","API challenge","","",""
"","2567","Пользователь может зарегистрироваться с навигацией через клавиатуру","chromium","Sat Nov 08 11:34:34 UTC 2025","passed","Sat Nov 08 11:34:36 UTC 2025","Регистрация","","",""
"","13","Создать todo POST /todos (400) title too long","chromium","Sat Nov 08 11:34:32 UTC 2025","passed","Sat Nov 08 11:34:32 UTC 2025","API challenge","","",""
"","4483","post comment","chromium","Sat Nov 08 11:34:56 UTC 2025","passed","Sat Nov 08 11:35:01 UTC 2025","Регистрация","","",""
"","13","Отредактировать задание PUT /todos/{id}","chromium","Sat Nov 08 11:34:32 UTC 2025","passed","Sat Nov 08 11:34:32 UTC 2025","API challenge","","",""
"","3189","Favorite tab","chromium","Sat Nov 08 11:35:04 UTC 2025","passed","Sat Nov 08 11:35:07 UTC 2025","Регистрация","","",""
"","12","Создать todo POST /todos (400) extra","chromium","Sat Nov 08 11:34:32 UTC 2025","passed","Sat Nov 08 11:34:32 UTC 2025","API challenge","","",""
"","15","Получить список todo GET /todos (200) ?filter","chromium","Sat Nov 08 11:34:32 UTC 2025","passed","Sat Nov 08 11:34:32 UTC 2025","API challenge","","",""
"","4413","New article","chromium","Sat Nov 08 11:34:47 UTC 2025","passed","Sat Nov 08 11:34:51 UTC 2025","Регистрация","","",""
"","26","Получить todos/{id} (200)","chromium","Sat Nov 08 11:34:32 UTC 2025","passed","Sat Nov 08 11:34:32 UTC 2025","API challenge","","",""
"","16","Создать todo POST /todos (201) max out content","chromium","Sat Nov 08 11:34:32 UTC 2025","passed","Sat Nov 08 11:34:32 UTC 2025","API challenge","","",""
"","17","Получить список todo get /todos(200)","chromium","Sat Nov 08 11:34:32 UTC 2025","passed","Sat Nov 08 11:34:32 UTC 2025","API challenge","","",""
"","5006","Update article","chromium","Sat Nov 08 11:34:51 UTC 2025","passed","Sat Nov 08 11:34:56 UTC 2025","Регистрация","","",""
"","21","Создать todo POST /todos (400) doneStatus","chromium","Sat Nov 08 11:34:32 UTC 2025","passed","Sat Nov 08 11:34:32 UTC 2025","API challenge","","",""
"","13","Получить список todo GET /todo (404) not plural","chromium","Sat Nov 08 11:34:32 UTC 2025","passed","Sat Nov 08 11:34:32 UTC 2025","API challenge","","",""
"","13","Создать todo POST /todos (400) description too long","chromium","Sat Nov 08 11:34:32 UTC 2025","passed","Sat Nov 08 11:34:32 UTC 2025","API challenge","","",""
"","17","Создать todo POST /todos (201)","chromium","Sat Nov 08 11:34:32 UTC 2025","passed","Sat Nov 08 11:34:32 UTC 2025","API challenge","","",""
"","15","Удалить задание Delete /todos/{id} (200)","chromium","Sat Nov 08 11:34:33 UTC 2025","passed","Sat Nov 08 11:34:33 UTC 2025","API challenge","","",""
"","14","Отредактировать todo с POST /todos/{id} (404)","chromium","Sat Nov 08 11:34:32 UTC 2025","passed","Sat Nov 08 11:34:32 UTC 2025","API challenge","","",""
"","14","Создать todo POST /todos (413) content too long","chromium","Sat Nov 08 11:34:32 UTC 2025","passed","Sat Nov 08 11:34:32 UTC 2025","API challenge","","",""
