"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","62","Создать todo POST /todos (400) description too long","chromium","Sat Nov 08 12:13:50 UTC 2025","passed","Sat Nov 08 12:13:50 UTC 2025","API challenge","","",""
"","4517","New article","chromium","Sat Nov 08 12:13:57 UTC 2025","passed","Sat Nov 08 12:14:02 UTC 2025","Регистрация","","",""
"","56","Получить /todos/{id} (404)","chromium","Sat Nov 08 12:13:50 UTC 2025","passed","Sat Nov 08 12:13:50 UTC 2025","API challenge","","",""
"","50","Создать todo POST /todos (400) doneStatus","chromium","Sat Nov 08 12:13:50 UTC 2025","passed","Sat Nov 08 12:13:50 UTC 2025","API challenge","","",""
"","50","Отредактировать задание PUT /todos/{id}","chromium","Sat Nov 08 12:13:51 UTC 2025","passed","Sat Nov 08 12:13:51 UTC 2025","API challenge","","",""
"","57","Получить список todo get /todos(200)","chromium","Sat Nov 08 12:13:50 UTC 2025","passed","Sat Nov 08 12:13:50 UTC 2025","API challenge","","",""
"","5337","post comment","chromium","Sat Nov 08 12:14:07 UTC 2025","passed","Sat Nov 08 12:14:13 UTC 2025","Регистрация","","",""
"","50","Создать todo POST /todos (400) title too long","chromium","Sat Nov 08 12:13:50 UTC 2025","passed","Sat Nov 08 12:13:50 UTC 2025","API challenge","","",""
"","3537","Favorite tab","chromium","Sat Nov 08 12:14:16 UTC 2025","passed","Sat Nov 08 12:14:20 UTC 2025","Регистрация","","",""
"","54","Отредактировать todo с POST /todos/{id} (200)","chromium","Sat Nov 08 12:13:51 UTC 2025","passed","Sat Nov 08 12:13:51 UTC 2025","API challenge","","",""
"","96","Получить список заданий get /challenges","chromium","Sat Nov 08 12:13:49 UTC 2025","passed","Sat Nov 08 12:13:50 UTC 2025","API challenge","","",""
"","49","Получить список todo GET /todo (404) not plural","chromium","Sat Nov 08 12:13:50 UTC 2025","passed","Sat Nov 08 12:13:50 UTC 2025","API challenge","","",""
"","53","Получить список todo GET /todos (200) ?filter","chromium","Sat Nov 08 12:13:50 UTC 2025","passed","Sat Nov 08 12:13:50 UTC 2025","API challenge","","",""
"","61","Отредактировать задание PUT /todos/{id} full (200)","chromium","Sat Nov 08 12:13:51 UTC 2025","passed","Sat Nov 08 12:13:51 UTC 2025","API challenge","","",""
"","3736","Пользователь может зарегистрироваться с навигацией через клавиатуру","chromium","Sat Nov 08 12:13:52 UTC 2025","passed","Sat Nov 08 12:13:56 UTC 2025","Регистрация","","",""
"","50","Создать todo POST /todos (413) content too long","chromium","Sat Nov 08 12:13:51 UTC 2025","passed","Sat Nov 08 12:13:51 UTC 2025","API challenge","","",""
"","63","Создать todo POST /todos (201)","chromium","Sat Nov 08 12:13:50 UTC 2025","passed","Sat Nov 08 12:13:50 UTC 2025","API challenge","","",""
"","3568","My tab","chromium","Sat Nov 08 12:14:13 UTC 2025","passed","Sat Nov 08 12:14:16 UTC 2025","Регистрация","","",""
"","49","Удалить задание Delete /todos/{id} (200)","chromium","Sat Nov 08 12:13:51 UTC 2025","passed","Sat Nov 08 12:13:51 UTC 2025","API challenge","","",""
"","51","Создать todo POST /todos (400) extra","chromium","Sat Nov 08 12:13:51 UTC 2025","passed","Sat Nov 08 12:13:51 UTC 2025","API challenge","","",""
"","51","Создать todo POST /todos (201) max out content","chromium","Sat Nov 08 12:13:50 UTC 2025","passed","Sat Nov 08 12:13:51 UTC 2025","API challenge","","",""
"","99","Получить todos/{id} (200)","chromium","Sat Nov 08 12:13:50 UTC 2025","passed","Sat Nov 08 12:13:50 UTC 2025","API challenge","","",""
"","50","Отредактировать todo с POST /todos/{id} (404)","chromium","Sat Nov 08 12:13:51 UTC 2025","passed","Sat Nov 08 12:13:51 UTC 2025","API challenge","","",""
"","5388","Update article","chromium","Sat Nov 08 12:14:02 UTC 2025","passed","Sat Nov 08 12:14:07 UTC 2025","Регистрация","","",""
