"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3820","Favorite tab","chromium","Sat Nov 08 11:31:39 UTC 2025","passed","Sat Nov 08 11:31:43 UTC 2025","Регистрация","","",""
"","72","Создать todo POST /todos (413) content too long","chromium","Sat Nov 08 11:31:13 UTC 2025","passed","Sat Nov 08 11:31:13 UTC 2025","API challenge","","",""
"","72","Отредактировать задание PUT /todos/{id}","chromium","Sat Nov 08 11:31:13 UTC 2025","passed","Sat Nov 08 11:31:13 UTC 2025","API challenge","","",""
"","70","Создать todo POST /todos (400) extra","chromium","Sat Nov 08 11:31:13 UTC 2025","passed","Sat Nov 08 11:31:13 UTC 2025","API challenge","","",""
"","73","Отредактировать todo с POST /todos/{id} (200)","chromium","Sat Nov 08 11:31:13 UTC 2025","passed","Sat Nov 08 11:31:13 UTC 2025","API challenge","","",""
"","82","Создать todo POST /todos (201)","chromium","Sat Nov 08 11:31:13 UTC 2025","passed","Sat Nov 08 11:31:13 UTC 2025","API challenge","","",""
"","73","Создать todo POST /todos (201) max out content","chromium","Sat Nov 08 11:31:13 UTC 2025","passed","Sat Nov 08 11:31:13 UTC 2025","API challenge","","",""
"","3722","My tab","chromium","Sat Nov 08 11:31:35 UTC 2025","passed","Sat Nov 08 11:31:39 UTC 2025","Регистрация","","",""
"","71","Получить список todo GET /todo (404) not plural","chromium","Sat Nov 08 11:31:12 UTC 2025","passed","Sat Nov 08 11:31:12 UTC 2025","API challenge","","",""
"","75","Получить список заданий get /challenges","chromium","Sat Nov 08 11:31:12 UTC 2025","passed","Sat Nov 08 11:31:12 UTC 2025","API challenge","","",""
"","72","Отредактировать todo с POST /todos/{id} (404)","chromium","Sat Nov 08 11:31:13 UTC 2025","passed","Sat Nov 08 11:31:14 UTC 2025","API challenge","","",""
"","5555","post comment","chromium","Sat Nov 08 11:31:30 UTC 2025","passed","Sat Nov 08 11:31:35 UTC 2025","Регистрация","","",""
"","4782","New article","chromium","Sat Nov 08 11:31:19 UTC 2025","passed","Sat Nov 08 11:31:24 UTC 2025","Регистрация","","",""
"","144","Получить todos/{id} (200)","chromium","Sat Nov 08 11:31:12 UTC 2025","passed","Sat Nov 08 11:31:13 UTC 2025","API challenge","","",""
"","71","Удалить задание Delete /todos/{id} (200)","chromium","Sat Nov 08 11:31:14 UTC 2025","passed","Sat Nov 08 11:31:14 UTC 2025","API challenge","","",""
"","72","Создать todo POST /todos (400) title too long","chromium","Sat Nov 08 11:31:13 UTC 2025","passed","Sat Nov 08 11:31:13 UTC 2025","API challenge","","",""
"","3815","Пользователь может зарегистрироваться с навигацией через клавиатуру","chromium","Sat Nov 08 11:31:15 UTC 2025","passed","Sat Nov 08 11:31:18 UTC 2025","Регистрация","","",""
"","74","Получить список todo GET /todos (200) ?filter","chromium","Sat Nov 08 11:31:13 UTC 2025","passed","Sat Nov 08 11:31:13 UTC 2025","API challenge","","",""
"","84","Создать todo POST /todos (400) description too long","chromium","Sat Nov 08 11:31:13 UTC 2025","passed","Sat Nov 08 11:31:13 UTC 2025","API challenge","","",""
"","73","Создать todo POST /todos (400) doneStatus","chromium","Sat Nov 08 11:31:13 UTC 2025","passed","Sat Nov 08 11:31:13 UTC 2025","API challenge","","",""
"","82","Отредактировать задание PUT /todos/{id} full (200)","chromium","Sat Nov 08 11:31:14 UTC 2025","passed","Sat Nov 08 11:31:14 UTC 2025","API challenge","","",""
"","5533","Update article","chromium","Sat Nov 08 11:31:24 UTC 2025","passed","Sat Nov 08 11:31:30 UTC 2025","Регистрация","","",""
"","77","Получить /todos/{id} (404)","chromium","Sat Nov 08 11:31:13 UTC 2025","passed","Sat Nov 08 11:31:13 UTC 2025","API challenge","","",""
"","78","Получить список todo get /todos(200)","chromium","Sat Nov 08 11:31:12 UTC 2025","passed","Sat Nov 08 11:31:12 UTC 2025","API challenge","","",""
