"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","59","Отредактировать задание PUT /todos/{id}","chromium","Fri Nov 14 14:26:59 UTC 2025","passed","Fri Nov 14 14:26:59 UTC 2025","API challenge","","",""
"","69","Получить список todo get /todos(200)","chromium","Fri Nov 14 14:26:58 UTC 2025","passed","Fri Nov 14 14:26:58 UTC 2025","API challenge","","",""
"","57","Создать todo POST /todos (400) description too long","chromium","Fri Nov 14 14:26:59 UTC 2025","passed","Fri Nov 14 14:26:59 UTC 2025","API challenge","","",""
"","56","Создать todo POST /todos (400) title too long","chromium","Fri Nov 14 14:26:59 UTC 2025","passed","Fri Nov 14 14:26:59 UTC 2025","API challenge","","",""
"","57","Отредактировать todo с POST /todos/{id} (404)","chromium","Fri Nov 14 14:26:59 UTC 2025","passed","Fri Nov 14 14:26:59 UTC 2025","API challenge","","",""
"","3274","Открытие фаворитной табы","chromium","Fri Nov 14 14:27:55 UTC 2025","passed","Fri Nov 14 14:27:58 UTC 2025","Регистрация","","",""
"","58","Удалить задание Delete /todos/{id} (200)","chromium","Fri Nov 14 14:26:59 UTC 2025","passed","Fri Nov 14 14:26:59 UTC 2025","API challenge","","",""
"","7798","Открытие моей табы","chromium","Fri Nov 14 14:27:47 UTC 2025","passed","Fri Nov 14 14:27:55 UTC 2025","Регистрация","","",""
"","58","Создать todo POST /todos (400) doneStatus","chromium","Fri Nov 14 14:26:59 UTC 2025","passed","Fri Nov 14 14:26:59 UTC 2025","API challenge","","",""
"","62","Создать todo POST /todos (201) max out content","chromium","Fri Nov 14 14:26:59 UTC 2025","passed","Fri Nov 14 14:26:59 UTC 2025","API challenge","","",""
"","54","Получить список todo GET /todo not plural","chromium","Fri Nov 14 14:26:58 UTC 2025","passed","Fri Nov 14 14:26:58 UTC 2025","API challenge","","",""
"","5833","Создание статьи","chromium","Fri Nov 14 14:27:11 UTC 2025","passed","Fri Nov 14 14:27:17 UTC 2025","Регистрация","","",""
"","58","Создать todo POST /todos (413) content too long","chromium","Fri Nov 14 14:26:59 UTC 2025","passed","Fri Nov 14 14:26:59 UTC 2025","API challenge","","",""
"","57","Создать todo POST /todos (400) extra","chromium","Fri Nov 14 14:26:59 UTC 2025","passed","Fri Nov 14 14:26:59 UTC 2025","API challenge","","",""
"","190","Получить список заданий get /challenges","chromium","Fri Nov 14 14:26:58 UTC 2025","passed","Fri Nov 14 14:26:58 UTC 2025","API challenge","","",""
"","10380","Пользователь может зарегистрироваться с навигацией через клавиатуру","chromium","Fri Nov 14 14:27:00 UTC 2025","passed","Fri Nov 14 14:27:11 UTC 2025","Регистрация","","",""
"","59","Создать todo POST /todos (201)","chromium","Fri Nov 14 14:26:59 UTC 2025","passed","Fri Nov 14 14:26:59 UTC 2025","API challenge","","",""
"","55","Получить /todos/{id} (404)","chromium","Fri Nov 14 14:26:58 UTC 2025","passed","Fri Nov 14 14:26:58 UTC 2025","API challenge","","",""
"","58","Отредактировать задание PUT /todos/{id} full (200)","chromium","Fri Nov 14 14:26:59 UTC 2025","passed","Fri Nov 14 14:26:59 UTC 2025","API challenge","","",""
"","58","Отредактировать todo с POST /todos/{id} (200)","chromium","Fri Nov 14 14:26:59 UTC 2025","passed","Fri Nov 14 14:26:59 UTC 2025","API challenge","","",""
"","57","Получить todos/{id} (200)","chromium","Fri Nov 14 14:26:58 UTC 2025","passed","Fri Nov 14 14:26:58 UTC 2025","API challenge","","",""
"","58","Получить список todo GET /todos (200) ?filter","chromium","Fri Nov 14 14:26:58 UTC 2025","passed","Fri Nov 14 14:26:59 UTC 2025","API challenge","","",""
"","6031","Добавление комментария","chromium","Fri Nov 14 14:27:39 UTC 2025","failed","Fri Nov 14 14:27:45 UTC 2025","Регистрация","","",""
"","12116","Обновление статьи","chromium","Fri Nov 14 14:27:17 UTC 2025","passed","Fri Nov 14 14:27:29 UTC 2025","Регистрация","","",""
